author,statement,source,date,target
Katelyn Ferral,"“The Rothschilds were behind the Federal Reserve, and they now control the global financial system.”",Facebook posts,"March 1, 2024",pants-fire
Sofia Ahmed,"Fifty percent of the votes to Joe Biden in Michigan’s presidential primary election were mail-in, unverified, no signature, no ID.",Instagram posts,"February 29, 2024",false
Loreben Tuquero,"It was not former President Donald Trump who promoted the COVID-19 vaccine, but a “lookalike.”",Instagram posts,"February 29, 2024",pants-fire
Jeff Cercone,The government did more to stop the distribution of ivermectin and hydroxychloroquine than to stop the distribution of fentanyl.,Instagram posts,"February 29, 2024",false
Louis Jacobson,The 2022 CHIPS and Science Act “attracted $640 billion in private companies’ investments.”,Joe Biden,"February 29, 2024",barely-true
Loreben Tuquero,Photo shows the Smokehouse Creek fire in Texas.,Facebook posts,"February 29, 2024",false
Madison Czopek,“Study reveals Bill Gates’ Fake Meat causes ‘turbo cancers’ in humans.”,Instagram posts,"February 28, 2024",false
Maria Ramirez,"Donald Trump called his wife ""Mercedes"" instead of Melania.",Facebook posts,"• February 28,",false
Sara Swann,Solar flares caused AT&T’s cellphone outage.,Instagram posts,"February 28, 2024",false
Loreben Tuquero,Taylor Swift said she “will leave the United States if Donald Trump becomes President in 2024.”,Instagram posts,"February 28, 2024",false
Paul Specht,“North Carolina has the longest voting period in the country … and we have the most ways of voting.”,Deborah Ross,"February 28, 2024",half-true
Sofia Ahmed,The ATF updated its background check policy to allow “illegal immigrants” to purchase firearms.,Instagram posts,"February 28, 2024",false
Sofia Ahmed,The American Red Cross asking blood donors about their vaccination status proves COVID-19 vaccines are dangerous.,Instagram posts,"February 28, 2024",false
Loreben Tuquero,"Removing gun-related homicides in Chicago, Detroit, Los Angeles, Philadelphia and St. Louis would drop the U.S. to 189th out of 193 countries in gun violence.",Instagram posts,"February 27, 2024",false
Sofia Ahmed,The states that have 97% of guns are the states with the least amount of gun violence.,Instagram posts,"February 27, 2024",false
Jeff Cercone,There was an “attempt on Dr. Oz’s life” on TV over his diabetes cure.,Instagram posts,"February 26, 2024",false
Sara Swann,“Disney World is adding urinals to the women’s restrooms.”,Instagram posts,"February 26, 2024",pants-fire
Jeff Cercone,Chicken farm fire that killed 12 million birds intentionally set.,Instagram posts,"February 26, 2024",false
Madison Czopek,The Kids Online Safety Act “would require everyone to upload your government ID in order to use most sites on the internet.”,X posts,"February 23, 2024",false
Marta Campabadal,"“The biggest threat to your unions is millions of people coming across the border, because you're not gonna have your jobs anymore.”",Donald Trump,"• February 23,",barely-true
Kwasi Gyamfi,Johnnie Cochran “mysteriously passed away” and his death is linked to his work on slavery reparations.,Instagram posts,"• February 23,",pants-fire
Katelyn Ferral,The pictures we see of Mars are actually Devon Island in Canada.,Instagram posts,"February 23, 2024",false
Amy Sherman,Nevada database glitch showing voters cast ballots when they didn’t is evidence that voting by mail is “the largest source of potential voter fraud.”,Sean Parnell,"February 23, 2024",false
Samantha Putterman,"There is “clear scientific consensus” that “hormonal birth control makes you fat, doubles risk of depression and triples risk of suicide.”",Elon Musk,"February 23, 2024",false
Jill Terreri,"“We’ve seen an 800% increase in the Swanton sector, which is the part of the northern border that I represent, in illegal crossings.”",Elise Stefanik,"• February 23,",true
D.L. Davis,“Big drug companies charge as little as $7 for an inhaler overseas and nearly $500 for the exact same one here in the US.”,Tammy Baldwin,"February 23, 2024",mostly-true
Madeline Heim,"Says Republican U.S. Senate candidate Eric Hovde claims he ""understands the tragedy of children being trafficked through Central America because he owns three homes there.""",Heartland Signal,"February 22, 2024",barely-true
Jeff Cercone,Cloud seeding program connected to recent California storms.,Instagram posts,"February 22, 2024",false
Kwasi Gyamfi,Dwayne “The Rock” Johnson was booed in Las Vegas because he’s a Joe Biden supporter.,Instagram posts,"• February 22,",false
Sofia Ahmed,"Migrants in New York City are receiving prepaid debit cards with up to $10,000 and no restrictions.",Instagram posts,"February 22, 2024",false
Louis Jacobson,"Donald Trump’s fine in the New York fraud case “is a form of Navalny, it is a form of communism or fascism.”",Donald Trump,"February 22, 2024",pants-fire
Maria Briceño,En NASA estaban “investigando el mar y dejaron de investigarlo y se fueron para el espacio”.,Facebook posts,"February 21, 2024",false
Sara Swann,Ukrainian President Volodymyr Zelenskyy used U.S. aid funds to buy two yachts for $75 million.,Instagram posts,"February 21, 2024",false
Jefrey Canova,"“Each year, more than $1 billion is stolen from” workers in New York state through wage theft.",Linda Rosenthal,"February 21, 2024",mostly-true
Mary McNaughton,"“NYC will give $1,000 taxpayer-funded credit cards to migrants.”",George Borrello,"February 21, 2024",half-true
Jeff Cercone,Photo shows Minnesota Sen. Amy Klobuchar and Minnesota Attorney General Keith Ellison posing at “Defund the Police” event.,Facebook posts,"February 21, 2024",false
David Scibilia,"“TSA found with metal detectors nearly 7,000 firearms at airports last year — an all-time high.”",Charles Schumer,"February 21, 2024",mostly-true
Hope Karnopp,"“Bidenomics is costing the typical American household over $11,400 more a year to buy the basics.”",Bryan Steil,"February 21, 2024",half-true
Louis Jacobson,President Joe Biden “directed New York AG Witch Hunt” into Donald Trump’s real estate.,Donald Trump,"February 20, 2024",false
Loreben Tuquero,President Joe Biden announced tax incentives for families willing to take in migrants in a new “Housing for Labor” initiative.,Instagram posts,"February 20, 2024",false
Jeff Cercone,"Benjamin Netanyahu refused to take a microphone from an Arab official, suggesting his belief that Arabs “are unclean.”",Instagram posts,"February 20, 2024",false
Loreben Tuquero,“Trump’s hair wig falls off during rally speech!”,Instagram posts,"February 20, 2024",pants-fire
Conor Amendola,“Marijuana is currently classified in the same category of drugs as heroin and a more dangerous category than fentanyl or cocaine.”,Kirsten Gillibrand,"February 20, 2024",true
Kwasi Gyamfi,"“At least one of Kansas City shooters identified as Sahil Omar, a 44 year old illegal immigrant.”",Instagram posts,"• February 16,",pants-fire
Samantha Putterman,"""Google proves that no one ever went to the moon.”",Instagram posts,"February 16, 2024",false
Sofia Ahmed,A photograph shows Klaus Schwab nude at the beach.,Instagram posts,"February 16, 2024",false
Jeff Cercone,"Because “17 million immigrants” were “let in” the U.S, “ foot and mouth disease is back. We got rid of that fifty years ago.”",Instagram posts,"February 16, 2024",false
Madison Czopek,Joe Biden or Donald Trump dropped out of the 2024 presidential race as of Feb 15.,Facebook posts,"February 16, 2024",false
Sofia Ahmed,Joe Biden’s tweet is proof that a helicopter crash that killed six Nigerian billionaires was planned by Biden.,Instagram posts,"February 16, 2024",pants-fire
Ricardo Torres,"Says expanding Medicaid in Wisconsin would save the state $530 million, which could pay for 3,287 K-12 teachers, or 7.8 educators per district.",Chris Larson,"February 16, 2024",true
Maria Briceño,Video muestra vacas muriendo “en extrañas circunstancias” para reemplazarlas por “carne sintética”.,Instagram posts,"February 16, 2024",false
Madison Czopek,“The Ukraine supplemental includes a hidden impeachment clause against President Trump.”,J.D. Vance,"February 16, 2024",false
Louis Jacobson,"Under Joe Biden, there are “record numbers of new Black entrepreneurs.”",Joe Biden,"February 15, 2024",true
Sofia Ahmed,"Protestors yelled “F--- Joe Biden” as the president arrived in Allentown, Pennsylvania.",Instagram posts,"February 15, 2024",false
Samantha Putterman,The Bipartisan Safer in Communities Act led to “a 12% reduction in urban homicides in this country.”,Chris Murphy,"February 15, 2024",half-true
Loreben Tuquero,“Beyoncé faces nearly $10 billion loss following ‘Black national anthem’ performance at NFL.”,Facebook posts,"February 14, 2024",pants-fire
Sofia Ahmed,COVID-19 is caused by radiation poisoning.,Instagram posts,"February 14, 2024",false
Laura Schulte,Minnesota incarcerates “about a third of what Wisconsin does.”,Kelda Helen Roys,"February 14, 2024",true
Sara Swann,Photo shows Ukrainian President Volodymyr Zelenskyy’s U.S. naturalization certificate.,Instagram posts,"February 14, 2024",false
Jeff Cercone,"If a woman in Texas takes “abortion pills voluntarily,” she would be “charged with murder.”",Instagram posts,"February 14, 2024",false
Sofia Ahmed,Karine Jean-Pierre ended a White House press conference to avoid answering a question.,Instagram posts,"February 13, 2024",false
Sara Swann,"En una entrevista con Tucker Carlson, el presidente ruso Vladimir Putin dijo que el tema de la frontera sur de Estados Unidos le parece ""irónicamente divertido"".",X posts,"February 13, 2024",pants-fire
Sofia Ahmed,Video shows Russia was attacked with direct energy weapons after Tucker Carlson’s interview with Vladimir Putin was released.,TikTok posts,"February 13, 2024",false
Louis Jacobson,"Food “costs 40%, 50%, 60% more than it did just a few years ago.”",Donald Trump,"February 13, 2024",barely-true
Jeff Cercone,"Arson, not climate change, caused Canada’s record 2023 wildfire season.",Instagram posts,"February 12, 2024",false
Loreben Tuquero,"Jason Kelce “arrived in Vegas, for the Superbowl, dressed as Alan from The Hangover.”",X posts,"February 12, 2024",false
Sara Swann,Photo shows Taylor Swift wearing an anti-Donald Trump T-shirt.,Facebook posts,"February 12, 2024",pants-fire
Maria Briceño,"""Texas dará a los Latinos un estímulo de salud de hasta $6,400"" que “cubrirá tus alimentos y el alquiler por un año”.",Facebook posts,"February 12, 2024",false
Sofia Ahmed,An 1871 law made the United States government a for-profit corporation.,TikTok posts,"February 12, 2024",pants-fire
Bayliss Wagner,"Department of Homeland Security Secretary Alejandro Mayorkas' border policy is ""personally responsible"" for fentanyl crossing the border",Michael McCaul,"February 12, 2024",false
Maria Ramirez,"On classified documents in his possession, “none of it was high classified.”",Joe Biden,"• February 9,",false
Loreben Tuquero,King Charles’ cancer diagnosis is linked to mRNA cancer therapy trial in U.K.,Instagram posts,"February 9, 2024",false
Sara Swann,Paper shows “mRNA COVID-19 vaccines caused more deaths” than lives saved.,Instagram posts,"February 9, 2024",pants-fire
Amy Sherman,“I cooperated far more” than Joe Biden in the classified documents investigations.,Donald Trump,"February 9, 2024",pants-fire
Jeff Cercone,"""Ukraine puts Tucker Carlson on a ‘hit list’ after an interview with Vladimir Putin.”",Instagram posts,"February 9, 2024",false
Kwasi Gyamfi,"""NYC to give ILLEGALS $53 Million in Prepaid Credit Cards.""",Facebook posts,"• February 9,",barely-true
Sara Swann,"In an interview with Tucker Carlson, Russian President Vladimir Putin said he finds the U.S.-Mexico border issue “ironically amusing.”",Instagram posts,"February 9, 2024",pants-fire
